PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Wennerstrom, A				Wennerstrom, Ann			Rich pitch The humorous effects of deaccent and L plus H* pitch accent	PRAGMATICS & COGNITION				Article								This paper argues that intonation contributes to the humorous meaning of a certain class of jokes. Examples of both canned and spontaneous jokes show that two intonation patterns, the intonation of contrast, or "L+H* pitch accent", and the intonation of given information, or "deaccent", can contribute to a humorous effect. Both of these patterns act as cohesive devises in discourse: they trigger a mental search in the mind of a hearer for a cohesive tie that may not be obvious from the lexicogrammatical structure alone. A punch line effect is created if this search yields an unexpected incongruity between the hearer's initial mental model of the joke discourse and a humorous alternative. The hearer must shift his "script" (Raskin 1984) of the discourse in an unexpected way. To the extent that intonation facilitates processing by directing attention to particular elements in the information structure of the discourse (Chafe 1994), the processing of jokes depends in part on their intonation. The implications of this premise for the processing of humorous texts will be discussed for the two intonation patterns in question. It is argued that intonation analysis can lead to a broader understanding of cognitive processes and structures.												2	4												2011	19	2					310	332		10.1075/pc.19.2.07wen	http://dx.doi.org/10.1075/pc.19.2.07wen												2026-01-16	WOS:000301125100007
J	Poiré, F				Poiré, F			Focal accent and emphatic prominence in the description of French intonation	CANADIAN JOURNAL OF LINGUISTICS-REVUE CANADIENNE DE LINGUISTIQUE				Article								Many questions about the expressive or distinctive character of focal accent and emphatic prominence remain unanswered in studies concerning natural language prosody. Recent works show that fundamental frequency variation underlies a categorial perception that permits a differenciation in the representation of these two types of prominence. Using data from French, the contribution of each type of prominence to the intonation contour is analyzed. This study reconciles the difference in expressive character and phonological description associated with each prominence type through the use of association rules linking tones and text in different prosodic domains. An instrumental study of 280 utterances documents the phonetic particularities in the production of both prominences, and in neutral utterances.												0	1											SEP-DEC	2000	45	3-4					275	+		10.1017/S0008413100017710	http://dx.doi.org/10.1017/S0008413100017710												2026-01-16	WOS:000171980600004
J	Escudero-Mancebo, D; Cardeñoso-Payo, V				Escudero-Mancebo, David; Cardenoso-Payo, Valentin			Applying data mining techniques to corpus based prosodic modeling	SPEECH COMMUNICATION				Article								This article presents MEMOInt, a methodology to automatically extract the intonation patterns which characterize a given corpus, with applications in text-to-specch systems. Easy to understand information about the form of the characteristic patterns found in the corpus can be obtained from MEMOint in a way which allows easy comparison with other proposals. A visual representation of the relationship between the set of prosodic features which could have been selected to label the corpus and the intonation contour patterns is also easy to obtain. The particular function-form correspondence associated to the given corpus is represented by means of a list of dictionaries of classes of parameterized FO patterns, where the access key is given by a sequence of prosodic features. MEMOInt can also be used to obtain valuable information about the relative impact of the use of different parameterization techniques of FO contours or of different types of intonation units and information about the relevance of different prosodic features. The methodology has been specifically designed to provide a successful strategy to solve the data sparseness problem which usually affects corpora as a consequence of the inherent high variability of the intonation phenomenon. (c) 2007 Elsevier B.V. All rights reserved.												14	14											MAR	2007	49	3					213	229		10.1016/j.specom.2007.01.008	http://dx.doi.org/10.1016/j.specom.2007.01.008												2026-01-16	WOS:000245965900005
J	Henriksen, N				Henriksen, Nicholas			Initial peaks and final falls in the intonation of Manchego Spanish wh-questions	PROBUS				Article								This paper investigates the phonetics and phonology of initial peaks and final falls in wh-questions produced by speakers of the variety of Spanish spoken in the Castile-La Mancha (Manchego) region of Spain. The acoustic analysis is based on speech data for nine speakers, and the goal is to identify how utterance-initial and utterance-final F-0 gestures relate to broader issues in intonational phonology and the prosodic signaling of wh-questions. The findings for left periphery constituents provide evidence for a H tone at the utterance boundary for all speakers, although the exact autosegmental representation cannot be provided due to variability in peak alignment patterns. The findings for right periphery constituents indicate two distinct speaker groups based on nuclear syllable and posttonic gestures. Specifically, the continuum of final falls is motivated by contrasting bitonal nuclear pitch accent configurations: H + L-star vs. jL + H-star. The boundary L% specification is argued for all speakers in spite of seemingly divergent posttonic gestures. The experimental findings speak to cross-linguistic issues such as prominence marking in wh-question intonation, the syntax-prosody interface in wh-questions, and the internal structure of pitch accent configurations.												7	9											MAY	2014	26	1					83	133		10.1515/probus-2013-0003	http://dx.doi.org/10.1515/probus-2013-0003												2026-01-16	WOS:000338417200003
J	Romano, A				Romano, Antonio			PLURALITY OF LANGUAGES, DATA AND METHODS FOR A GENERAL MODEL OF MELODIC VARIATION IN ROMANCE DIALECTS	DIALECTOLOGIA				Article								Speech prosody depends on multiple factors and presents a significant variation among world languages. Interaction between sentence intonation, stress, information patterning and stylistic effects produce local phenomena contributing to complex outcomes that should be studied in accordance with the specific phonology of each language. However, the description of this interaction relies on traditional approaches and various representation methods: different interpretation models are then applied at each level. If, on the one hand, we begin to manage some tools for a general study which seem to bring to light prosodic universals, on the other hand, a too radical approach to prosodic typology may cause the risk of deleting features which are essential from a dialectological point of view. Based on a series of examples concerning the intonational variation in the Romance area, I will try to show in this paper the need to keep using an ecological approach towards languages prosodic diversity.												0	0												2016					VI		29	55															2026-01-16	WOS:000411684800003
J	Honbolygó, F; Török, A; Bánréti, Z; Hunyadi, L; Csépe, V				Honbolygo, Ferenc; Torok, Agoston; Banreti, Zoltan; Hunyadi, Laszlo; Csepe, Valeria			ERP correlates of prosody and syntax interaction in case of embedded sentences	JOURNAL OF NEUROLINGUISTICS				Article								Understanding spoken language depends on processing the delicate combination of grammatical structure, meaning and prosody of utterances. Previous studies have established that prosody influences the processing of sentences when the grammatical structure is ambiguous, however it is unclear how closely prosody and Syntax are related when there is no ambiguity. In an event-related brain potential (ERP) study, we investigated the processing of embedded normal and pseudosentences in which all function and content words were replaced by meaningless words. Sentences could have either natural prosodic structure or incongruent prosodic structure, where the prosody deviated from the one expected based on the syntactic structure, but otherwise the sentences were unambiguous. The resulting ERP components (CPS) showed that the constructiOn of prosodic structure was similar in normal and pseudosentences, thus suggesting that prosody has an abstract, recursive representation, independent of other linguistic information. Moreover, we found evidence that the incongruent prosody was not only detected (shown by the RAN), but it induced neural reintegration processes (shown by the P600) in spite of the syntactic structure of sentences being intact. These results suggest that the prosodic structure is a mandatory constituent of sentence structure building whenever it is present. (C) 2015 Elsevier Ltd. All rights reserved.												10	11											FEB	2016	37						22	33		10.1016/j.jneuroling.2015.08.001	http://dx.doi.org/10.1016/j.jneuroling.2015.08.001												2026-01-16	WOS:000366228000003
J	Tyler, J				Tyler, Joseph			Prosodic correlates of discourse boundaries and hierarchy in discourse production	LINGUA				Article								A well-formed discourse is more than just a series of well-formed sentences. While often left implicit, this structure to discourse is sometimes overtly cued. And though most attention in this area has focused on lexicalized cues like discourse markers, prosody can also convey information about the structure of discourse. This paper presents the results of a production study examining prosodic correlates of discourse structure in readings of a newspaper article. Prosodic measures of pause duration, pitch, intensity and speech rate were found to significantly correlate with discourse structural measures of boundary size, discourse coordination/subordination, and their interaction. This interaction effect shows that the effect of boundary size on an utterance's prosody often depends on whether that utterance is coordinated or subordinated, and vice versa. These results expand our understanding of how prosody correlates with discourse structure, setting the stage for follow-up perception studies of what prosodic variation listeners use in discourse interpretation. (C) 2013 Elsevier B.V. All rights reserved.												13	14											SEP	2013	133						101	126		10.1016/j.lingua.2013.04.005	http://dx.doi.org/10.1016/j.lingua.2013.04.005												2026-01-16	WOS:000322556300006
J	Trauner, DA; Ballantyne, A; Friedland, S; Chase, C				Trauner, DA; Ballantyne, A; Friedland, S; Chase, C			Disorders of affective and linguistic prosody in children after early unilateral brain damage	ANNALS OF NEUROLOGY				Article								Prosody is that quality of speech that imparts meaning by changes in intonation, pitch, and stress. The right hemisphere (RH) appears to be dominant for affective prosody in adults, while the left hemisphere (LH) mediates the more linguistic aspects of nonverbal communication. Few similar studies have been reported of individuals who suffered early unilateral brain damage, when brain reorganization or plasticity might be expected to play a role in ameliorating the adverse effects of focal brain damage. In this study, comprehension and expression of affective and linguistic prosody were tested in subjects with documented unilateral brain damage of pre- or perinatal onset and in matched controls. Both RH- and LH-lesion groups demonstrated difficulty on tasks involving expression of affective prosody, and on tests of linguistic prosody, compared with controls. Only the RH-lesion group was impaired on an affective comprehension task. The results indicate that even after very early unilateral brain damage, prosodic deficits may be present. However, only for affective comprehension does the side of the lesion appear to determine such deficits. The findings suggest that during brain development there is not clear brain lateralization for prosody and there may be bilateral representation for these skills during early development. There may be limitations to the ability of the developing brain to reorganize after early injury.												49	53											MAR	1996	39	3					361	367		10.1002/ana.410390313	http://dx.doi.org/10.1002/ana.410390313												2026-01-16	WOS:A1996UC47300012
J	Giorgi, A; Petrocchi, E				Giorgi, Alessandra; Petrocchi, Erika			Silent imperatives: A multimodal approach to warning expressions	INTERCULTURAL PRAGMATICS				Article								This article argues in favor of a formal model that views language as an integrated multimodal system where syntax, prosody, and gestures are linked. It demonstrates that specific syntactic structures trigger sensorimotor realizations, which include intonation, phonology, and gestures. We argue that gestures, in particular non-lexical co-speech gestures, are not merely an additional channel but a fundamental part of grammar, integrated into the same system that governs word order and phonological realization. We suggest a syntactic representation of warning expressions that combines syntactic and pragmatic aspects, based on Italian data and experimental evidence. Specifically, we argue that warnings always include a warning call, which can be either lexical in content or expressed solely through special prosody and gestures.												0	0											NOV 25	2025	22	5					1013	1048		10.1515/ip-2025-5006	http://dx.doi.org/10.1515/ip-2025-5006												2026-01-16	WOS:001639528900006
J	Gandour, J; Tong, YX; Wong, D; Talavage, T; Dzemidzic, M; Xu, YS; Li, XJ; Lowe, M				Gandour, J; Tong, YX; Wong, D; Talavage, T; Dzemidzic, M; Xu, YS; Li, XJ; Lowe, M			Hemispheric roles in the perception of speech prosody	NEUROIMAGE				Article; Proceedings Paper	11th Annual Meeting of the Cognitive-Neuroscience-Society	APR, 2004	San Francisco, CA					Speech prosody is processed in neither a single region nor a specific hemisphere, but engages multiple areas comprising a large-scale spatially distributed network in both hemispheres. It remains to be elucidated whether hemispheric lateralization is based on higher-level prosodic representations or lower-level encoding of acoustic cues, or both. A cross-language (Chinese; English) fMRI study was conducted to examine brain activity elicited by selective attention to Chinese intonation (I) and tone (T) presented in three-syllable (I3, T3) and one-syllable (I1, T1) utterance pairs in a speeded response, discrimination paradigm. The Chinese group exhibited greater activity than the English in a left inferior parietal region across tasks (I1, I3, T1, T3). Only the Chinese group exhibited a leftward asymmetry in inferior parietal and posterior superior temporal (I1, I3, T1, T3), anterior temporal (I1, I3, T1, T3), and frontopolar (I1, I3) regions. Both language groups shared a rightward asymmetry in the mid portions of the superior temporal sulcus and middle frontal gyrus irrespective of prosodic unit or temporal interval. Hemispheric laterality effects enable us to distinguish brain activity associated with higher-order prosodic representations in the Chinese group from that associated with lower-level acoustic/auditory processes that are shared among listeners regardless of language experience. Lateralization is influenced by language experience that shapes the internal prosodic representation of an external auditory signal. We propose that speech prosody perception is mediated primarily by the RH, but is left-lateralized to task-dependent regions when language processing is required beyond the auditory analysis of the complex sound. (C) 2004 Elsevier Inc. All rights reserved.												180	211											SEP	2004	23	1					344	357		10.1016/j.neuroimage.2004.06.004	http://dx.doi.org/10.1016/j.neuroimage.2004.06.004												2026-01-16	WOS:000223645000037
J	Burred, JJ; Ponsot, E; Goupil, L; Liuni, M; Aucouturier, JJ				Burred, Juan Jose; Ponsot, Emmanuel; Goupil, Louise; Liuni, Marco; Aucouturier, Jean-Julien			CLEESE: An open-source audio-transformation toolbox for data-driven experiments in speech and music cognition	PLOS ONE				Article								Over the past few years, the field of visual social cognition and face processing has been dramatically impacted by a series of data-driven studies employing computer-graphics tools to synthesize arbitrary meaningful facial expressions. In the auditory modality, reverse correlation is traditionally used to characterize sensory processing at the level of spectral or spectro-temporal stimulus properties, but not higher-level cognitive processing of e.g. words, sentences or music, by lack of tools able to manipulate the stimulus dimensions that are relevant for these processes. Here, we present an open-source audio-transformation toolbox, called CLEESE, able to systematically randomize the prosody/melody of existing speech and music recordings. CLEESE works by cutting recordings in small successive time segments (e.g. every successive 100 milliseconds in a spoken utterance), and applying a random parametric transformation of each segment's pitch, duration or amplitude, using a new Python-language implementation of the phase-vocoder digital audio technique. We present here two applications of the tool to generate stimuli for studying intonation processing of interrogative vs declarative speech, and rhythm processing of sung melodies.												17	17											APR 4	2019	14	4							e0205943	10.1371/journal.pone.0205943	http://dx.doi.org/10.1371/journal.pone.0205943												2026-01-16	WOS:000463314500003
J	Scheerer, NE; Shafai, F; Stevenson, RA; Iarocci, G				Scheerer, Nichole E.; Shafai, Fakhri; Stevenson, Ryan A.; Iarocci, Grace			Affective Prosody Perception and the Relation to Social Competence in Autistic and Typically Developing Children	JOURNAL OF ABNORMAL CHILD PSYCHOLOGY				Article								Individuals diagnosed with autism spectrum disorder (ASD) have difficulty perceiving and expressing emotions. Since prosodic changes in speech (i.e. changes in intonation, stress, rhythm, etc.) are crucial for extracting information about the emotional state of a speaker, an inability to perceive and interpret these prosodic changes may be related to impairments in social communication. This study used non-verbal emotional voice-clips to examine the ability of autistic and typically-developing children (7-13 years old) to extract affect from changes in prosody. This research also explored whether difficulty extracting affective intent from changes in prosody may be related to social competence. Autistic (n = 26) and typically-developing (n = 26) children accurately matched emotional voice-clips to emotion words, suggesting autistic children can accurately extract the affective meaning conveyed by changes in prosody. Autistic children were less accurate at matching the voice-clips to emotional faces, suggesting that autistic children may struggle to make use of prosodic information in a social context. Across both autistic and typically-developing children, prosody-face matching accuracy was found to predict overall social competence, as well as social inferencing abilities, suggesting that the inability to utilize affective information derived from a speaker's voice may interfere with effective social communication.												18	20											JUL	2020	48	7					965	975		10.1007/s10802-020-00644-5	http://dx.doi.org/10.1007/s10802-020-00644-5		APR 2020										2026-01-16	WOS:000526329100001
J	den Ouden, DB; Dickey, MW; Anderson, C; Christianson, K				den Ouden, Dirk-Bart; Dickey, Michael Walsh; Anderson, Catherine; Christianson, Kiel			Neural correlates of early-closure garden-path processing: Effects of prosody and plausibility	QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				Article								Functional magnetic resonance imaging (fMRI) was used to investigate neural correlates of early-closure garden-path sentence processing and use of extrasyntactic information to resolve temporary syntactic ambiguities. Sixteen participants performed an auditory picture verification task on sentences presented with natural versus flat intonation. Stimuli included sentences in which the garden-path interpretation was plausible, implausible because of a late pragmatic cue, or implausible because of a semantic mismatch between an optionally transitive verb and the following noun. Natural sentence intonation was correlated with left-hemisphere temporal activation, but also with activation that suggests the allocation of more resources to interpretation when natural prosody is provided. Garden-path processing was associated with upregulation in bilateral inferior parietal and right-hemisphere dorsolateral prefrontal and inferior frontal cortex, while differences between the strength and type of plausibility cues were also reflected in activation patterns. Region of interest (ROI) analyses in regions associated with complex syntactic processing are consistent with a role for posterior temporal cortex supporting access to verb argument structure. Furthermore, ROI analyses within left-hemisphere inferior frontal gyrus suggest a division of labour, with the anterior-ventral part primarily involved in syntactic-semantic mismatch detection, the central part supporting structural reanalysis, and the posterior-dorsal part showing a general structural complexity effect.												19	20											MAY 3	2016	69	5			SI		926	949		10.1080/17470218.2015.1028416	http://dx.doi.org/10.1080/17470218.2015.1028416												2026-01-16	WOS:000372102000006
J	Singh, L; Chee, M				Singh, Leher; Chee, Melissa			Rise and fall: Effects of tone and intonation on spoken word recognition in early childhood	JOURNAL OF PHONETICS				Article								A crucial component of word learning is the ability to recognize words in spite of the varying forms they assume. This may be particularly challenging in tone languages as learners have to develop tone representations in the face of intonational variation in order to accurately recognize words. The effects of intonational variation on word recognition of tone-marked words in Mandarin Chinese were investigated in toddlers and preschoolers using a cross-sectional design. Participants were presented with known words where intonation (question/statement) and tone (rising/falling) were independently manipulated. Results demonstrated that word recognition in toddlers was heavily influenced by changes in the pitch contour of a tone due to intonational variation. In contrast, preschool were able to recognize tone-marked words regardless of simultaneous intonational variation, demonstrating a comparatively robust representation of lexical tone. Results chart an evolution in integrating pitch cues to tone and intonation over the first few years of life. (C) 2016 Elsevier Ltd. All rights reserved.												30	31											MAR	2016	55						109	118		10.1016/j.wocn.2015.12.005	http://dx.doi.org/10.1016/j.wocn.2015.12.005												2026-01-16	WOS:000372394300007
