PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Potisuk, S; Harper, MP; Gandour, J				Potisuk, S; Harper, MP; Gandour, J			Classification of Thai tone sequences in syllable-segmented speech using the analysis-by-synthesis method	IEEE TRANSACTIONS ON SPEECH AND AUDIO PROCESSING				Article																				24	24											JAN	1999	7	1					95	102		10.1109/89.736336	http://dx.doi.org/10.1109/89.736336												2026-01-16	WOS:000077702700011
J	Kung, C; Chwilla, DJ; Schriefers, H				Kung, Carmen; Chwilla, Dorothee J.; Schriefers, Herbert			The interaction of lexical tone, intonation and semantic context in on-line spoken word recognition: An ERP study on Cantonese Chinese	NEUROPSYCHOLOGIA				Article								In two ERP experiments, we investigate the on-line interplay of lexical tone, intonation and semantic context during spoken word recognition in Cantonese Chinese. Experiment 1 shows that lexical tone and intonation interact immediately. Words with a low lexical tone at the end of questions (with a rising question intonation) lead to a processing conflict. This is reflected in a low accuracy in lexical identification and in a P600 effect compared to the same words at the end of a statement. Experiment 2 shows that a strongly biasing semantic context leads to much better lexical-identification performance for words with a low tone at the end of questions and to a disappearance of the P600 effect. These results support the claim that semantic context plays a major role in disentangling the tonal information from the intonational information, and thus, in resolving the on-line conflict between intonation and tone. However, the ERP data indicate that the introduction of a semantic context does not entirely eliminate on-line processing problems for words at the end of questions. This is revealed by the presence of an N400 effect for words with a low lexical tone and for words with a high-mid lexical tone at the end of questions. The ERP data thus show that, while semantic context helps in the eventual lexical identification, it makes the deviation of the contextually expected lexical tone from the actual acoustic signal more salient. (C) 2013 Elsevier Ltd. All rights reserved.												16	20											JAN	2014	53						293	309		10.1016/j.neuropsychologia.2013.11.020	http://dx.doi.org/10.1016/j.neuropsychologia.2013.11.020												2026-01-16	WOS:000331663100031
J	Wang, R; Wang, MR; Georgiev, GV				Wang, Rui; Wang, Mengru; Georgiev, Georgi V.			Intonation processing of interrogative words in Mandarin: an event-related potential study	FRONTIERS IN HUMAN NEUROSCIENCE				Article								Intonation is the variation in pitch used in speech, which forms the premise of tonal and non-tonal languages. Interrogative words are words that introduce questions. Previous research lacks clarity regarding the specific cues used in the processing of word intonation. To address this gap, this study used the event-related potential electroencephalogram (EEG) research method to explore the intonation processing of tone two (mid-rising) interrogative words in Mandarin. For this, the word "shui," meaning "who," was selected as the experimental material. To avoid the influence of the environment, gender, and semantics, the Hum version, corresponding to the stimulus material, was also adopted for the experiment. This study used a passive oddball paradigm to examine the clues of intonation information processing in automatic cognitive processing through amplitude, latency, time window, and evoked location potential mismatch negativity. The standard stimulus was the declarative intonation with a high probability of occurrence (90%), and the deviant stimulus was the interrogative intonation with a low probability of occurrence (10%). In the time window of 370-450 ms, the mismatch negativity was found at the F3, F4, C3, Cz, and C4 channels. The findings show that, in the passive oddball paradigm, lexical semantics are essential for intonation processing at the pre-attentive level, which is dominated by the frontal and central areas of the brain. The results support the functional and comprehensive hypotheses that the processing of intonation is based on the function of language and that bilateral regions are involved in this processing. This study makes an important contribution by providing event-related potential evidence that lexical semantics plays a key role in the pre-attentive processing of intonation, as shown by the significant differences between semantic and non-semantic conditions.												0	0											DEC 15	2023	17								1326602	10.3389/fnhum.2023.1326602	http://dx.doi.org/10.3389/fnhum.2023.1326602												2026-01-16	WOS:001133119600001
J	Li, Q; Meng, Y; Li, QL; Zhao, H; Li, SY				Li, Qiang; Meng, Yuan; Li, Qiuli; Zhao, Heng; Li, Shiyu			Preliminary study on the neural mechanisms of four tone recognition in deaf children using fMRI	SCIENTIFIC REPORTS				Article								Vocal intonation, a fundamental element of speech, is pivotal for comprehending and communicating effectively. Nevertheless, children suffering from hearing impairment encounter difficulties in recognizing vocal intonation patterns, primarily stemming from their auditory deficits. In 2020, a study conducted at Tianjin Medical University General Hospital in Tianjin, China, recruited five deaf children and two children with normal hearing (male; mean age = 10.21 +/- 0.4 years) to compare the differences between deaf and normal children in four Chinese tone recognition tasks. The results revealed that (1) Due to hearing loss, some of the auditory cortices responsible for processing vocal intonation in deaf children do not function optimally, (2) When decoding vocal intonation information, deaf children might utilize alternative neural pathways or networks, (3) Deaf children exhibit hemispheric specialization in their processing of vocal intonation cues.												0	0											JUL 27	2025	15	1							27320	10.1038/s41598-025-13308-5	http://dx.doi.org/10.1038/s41598-025-13308-5												2026-01-16	WOS:001537667200009
J	Liu, F; Patel, AD; Fourcin, A; Stewart, L				Liu, Fang; Patel, Aniruddh D.; Fourcin, Adrian; Stewart, Lauren			Intonation processing in congenital amusia: discrimination, identification and imitation	BRAIN				Article								This study investigated whether congenital amusia, a neuro-developmental disorder of musical perception, also has implications for speech intonation processing. In total, 16 British amusics and 16 matched controls completed five intonation perception tasks and two pitch threshold tasks. Compared with controls, amusics showed impaired performance on discrimination, identification and imitation of statements and questions that were characterized primarily by pitch direction differences in the final word. This intonation-processing deficit in amusia was largely associated with a psychophysical pitch direction discrimination deficit. These findings suggest that amusia impacts upon one's language abilities in subtle ways, and support previous evidence that pitch processing in language and music involves shared mechanisms.												164	182											JUN	2010	133		6				1682	1693		10.1093/brain/awq089	http://dx.doi.org/10.1093/brain/awq089												2026-01-16	WOS:000278226700011
J	Voyer, D; Vu, JP				Voyer, Daniel; Vu, Janie P.			Using Sarcasm to Compliment: Context, Intonation, and the Perception of Statements with a Negative Literal Meaning	JOURNAL OF PSYCHOLINGUISTIC RESEARCH				Article								The present study extended findings of contrast effects in an auditory sarcasm perception task manipulating context and tone of voice. In contrast to previous research that had used sarcastic and sincere statements with a positive literal meaning, the present experiment examined how statements with a negative literal meaning would affect the results. Eighty-four undergraduate students completed a task in which an ambiguous, positive, or negative computer-generated context spoken in a flat emotional tone was followed by a statement with a negative literal meaning spoken in a sincere or sarcastic tone of voice. Results for both the proportion of sarcastic responses and response time showed a significant context by tone interaction, reflecting relatively fast sarcastic responses for the situation in which sarcasm would turn the statement into a compliment (positive context, sarcastic intonation) and fast sincere responses when the literal insult was emphasized (negative context, sincere intonation). However, the ambiguous context produced a pattern of results modulated by the tone of voice that was similar to that observed when the context/intonation pairing could not be interpreted as a compliment or an insult (negative context/sarcastic intonation or positive context/sincere intonation). These findings add to the body of literature suggesting that situational contrast, context, and intonation influence how sarcasm is perceived while demonstrating the importance of the literal meaning in sarcasm perception. They can be interpreted in the context of models of sarcasm comprehension that postulate two stages of processing.												6	9											JUN	2016	45	3					615	624		10.1007/s10936-015-9363-5	http://dx.doi.org/10.1007/s10936-015-9363-5												2026-01-16	WOS:000374897900008
J	Larrouy-Maestri, P; Pfordresher, PQ				Larrouy-Maestri, Pauline; Pfordresher, Peter Q.			Pitch Perception in Music: Do Scoops Matter?	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE				Article								Studies of musical pitch perception typically treat pitches as if they are stable within a tone. Although pitches are represented this way in notation, performed tones are rarely stable, particularly in singing, which is arguably the most common form of melody production. This paper examines how brief dynamic changes at the beginnings and endings of sung pitches, a.k.a. "scoops," influence intonation perception. Across three experiments, 110 participants evaluated the intonation of four-tone melodies in which the third tone's tuning could vary within the central steady-state (the asymptote), or by virtue of scoops at the beginning and/or end of the tone. As expected, listeners were sensitive to mistuning. Importantly, our results also point to unique contributions of scoops. As in the language domain, dynamic changes in a small time window are perceptually significant in music. More specifically, this study revealed the coexistence of two distinct mechanisms: sensitivity to the average pitch across the duration of the tone (assimilating the scoop), and processing the relationship of the scoop to the surrounding context. In addition to clarifying intonation perception in music, the identification of these mechanisms paves the way to cross-domain comparisons and, more generally, to the better understanding of auditory sequences processing.												11	13											OCT	2018	44	10					1523	1541		10.1037/xhp0000550	http://dx.doi.org/10.1037/xhp0000550												2026-01-16	WOS:000445961700004
J	Patel, AD; Wong, M; Foxton, J; Lochy, A; Peretz, I				Patel, Aniruddh D.; Wong, Meredith; Foxton, Jessica; Lochy, Aliette; Peretz, Isabelle			Speech intonation perception deficits in musical tone deafness (congenital amusia)	MUSIC PERCEPTION				Article								TO WHAT EXTENT DO MUSIC and language share neural mechanisms for processing pitch patterns? Musical tone-deafness (amusia) provides important evidence on this question. Amusics have problems with musical melody perception, yet early work suggested that they had no problems with the perception of speech intonation (Ayotte, Peretz, & Hyde, 2002). However, here we show that about 30% of amusics from independent studies (British and French-Canadian) have difficulty discriminating a statement from a question on the basis of a final pitch fall or rise. This suggests that pitch direction perception deficits in amusia (known from previous psychophysical work) can extend to speech. For British amusics, the direction deficit is related to the rate of change of the final pitch glide in statements/questions, with increased discrimination difficulty when rates are relatively slow. These findings suggest that amusia provides a useful window on the neural relations between melodic processing in language and music.												106	124											APR	2008	25	4					357	368		10.1525/MP.2008.25.4.357	http://dx.doi.org/10.1525/MP.2008.25.4.357												2026-01-16	WOS:000254746000010
J	Prom-on, S; Xu, Y; Thipakorn, B				Prom-on, Santitham; Xu, Yi; Thipakorn, Bundit			Modeling tone and intonation in Mandarin and English as a process of target approximation	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				Article								This paper reports the development of a quantitative target approximation (qTA) model for generating F-0 contours of speech. The qTA model simulates the production of tone and intonation as a process of syllable-synchronized sequential target approximation [Xu, Y. (2005). "Speech melody as articulatorily implemented communicative functions," Speech Commun. 46, 220-251]. It adopts a set of biomechanical and linguistic assumptions about the mechanisms of speech production. The communicative functions directly modeled are lexical tone in Mandarin and lexical stress in English and focus in both languages. The qTA model is evaluated by extracting function-specific model parameters from natural speech via supervised learning (automatic analysis by synthesis) and comparing the F-0 contours generated with the extracted parameters to those of natural utterances through numerical evaluation and perceptual testing. The F-0 contours generated by the qTA model with the learned parameters were very close to the natural contours in terms of root mean square error, rate of human identification of tone, and focus and judgment of naturalness by human listeners. The results demonstrate that the qTA model is both an effective tool for research on tone and intonation and a potentially effective system for automatic synthesis of tone and intonation.												123	137											JAN	2009	125	1					405	424		10.1121/1.3037222	http://dx.doi.org/10.1121/1.3037222												2026-01-16	WOS:000262672600051
J	Liu, F; Jiang, CM; Thompson, WF; Xu, Y; Yang, YF; Stewart, L				Liu, Fang; Jiang, Cunmei; Thompson, William Forde; Xu, Yi; Yang, Yufang; Stewart, Lauren			The Mechanism of Speech Processing in Congenital Amusia: Evidence from Mandarin Speakers	PLOS ONE				Article								Congenital amusia is a neuro-developmental disorder of pitch perception that causes severe problems with music processing but only subtle difficulties in speech processing. This study investigated speech processing in a group of Mandarin speakers with congenital amusia. Thirteen Mandarin amusics and thirteen matched controls participated in a set of tone and intonation perception tasks and two pitch threshold tasks. Compared with controls, amusics showed impaired performance on word discrimination in natural speech and their gliding tone analogs. They also performed worse than controls on discriminating gliding tone sequences derived from statements and questions, and showed elevated thresholds for pitch change detection and pitch direction discrimination. However, they performed as well as controls on word identification, and on statement-question identification and discrimination in natural speech. Overall, tasks that involved multiple acoustic cues to communicative meaning were not impacted by amusia. Only when the tasks relied mainly on pitch sensitivity did amusics show impaired performance compared to controls. These findings help explain why amusia only affects speech processing in subtle ways. Further studies on a larger sample of Mandarin amusics and on amusics of other language backgrounds are needed to consolidate these results.												58	64											FEB 8	2012	7	2							e30374	10.1371/journal.pone.0030374	http://dx.doi.org/10.1371/journal.pone.0030374												2026-01-16	WOS:000302730100010
J	Tillmann, B				Tillmann, Barbara			PITCH PROCESSING IN MUSIC AND SPEECH	ACOUSTICS AUSTRALIA				Article								The present paper proposes an overview of research that investigates pitch processing by considering cognitive processes (related to context, learning, memory and/or knowledge) for both music and language materials. Research investigating cross-domain influences of expertise (either in music or tone languages) and deficits (as in congenital amusia), referred to as positive and negative transfer effects, also contributes to our understanding of domain-specificity or - generality of mechanisms involved in pitch processing.												8	10											AUG	2014	42	2					124	130															2026-01-16	WOS:000347787300008
J	Chen, Y; Xu, Y				Chen, Yue; Xu, Yi			Sequential perception of tone and focus in parallel-A computational simulation	SPEECH COMMUNICATION				Article								Speech is produced continuously over time. So, the information it conveys, including intonational functions, also unfolds over time. But many intonational functions are encoded across whole utterances rather than only within certain words. How can perception process speech signals continuously over time, even for communicative functions that are globally encoded? In this study we used computational simulation to test the idea that even for intonational functions with large temporal scopes, it is possible to process f0 contours syllable-by-syllable, and recognize the functions by continuous estimation of progressive probabilistic inference. We trained SVM and GRU models to simulate the perception of Mandarin tone and sentence focus with either syllable-sized or sentence-sized f0 contours as input. The sentence-wide f0 contours are gated at different syllable locations to test the incrementality of the recognition of tone and intonation. We also tested human listeners' perception of tone and focus with full and fragmented f0 contours from the same dataset to evaluate the validity of the simulated perception. The results showed that the simulated syllable-by-syllable processing of tone and focus generated the closest recognition patterns to human perception. The simulations also show that there is little difference whether tone and focus are recognized separately or as tone-focus combinations, which suggests that despite sharing the same acoustic dimension, the two functions are sufficiently separated from each other in their f0 coding.												0	0											MAR	2025	168								103173	10.1016/j.specom.2024.103173	http://dx.doi.org/10.1016/j.specom.2024.103173		DEC 2024										2026-01-16	WOS:001413433300001
J	Tillmann, B; Burnham, D; Nguyen, S; Grimault, N; Gosselin, N; Peretz, I				Tillmann, Barbara; Burnham, Denis; Nguyen, Sebastien; Grimault, Nicolas; Gosselin, Nathalie; Peretz, Isabelle			Congenital amusia (or tone-deafness) interferes with pitch processing in tone languages	FRONTIERS IN PSYCHOLOGY				Article								Congenital amusia is a neurogenetic disorder that affects music processing and that is ascribed to a deficit in pitch processing. We investigated whether this deficit extended to pitch processing in speech, notably the pitch changes used to contrast lexical tones in tonal languages. Congenital amusics and matched controls, all non-tonal language speakers, were tested for lexical tone discrimination in Mandarin Chinese (Experiment 1) and in Thai (Experiment 2). Tones were presented in pairs and participants were required to make same/different judgments. Experiment 2 additionally included musical analogs of Thai tones for comparison. Performance of congenital amusics was inferior to that of controls for all materials, suggesting a domain-general pitch-processing deficit. The pitch deficit of amusia is thus not limited to music, but may compromise the ability to process and learn tonal languages. Combined with acoustic analyses of the tone material, the present findings provide new insights into the nature of the pitch-processing deficit exhibited by amusics.												57	58												2011	2								120	10.3389/fpsyg.2011.00120	http://dx.doi.org/10.3389/fpsyg.2011.00120												2026-01-16	WOS:000208863700131
