PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Kager, R				Kager, Rene			How Do Infants Disaggregate Referential and Affective Pitch?	FRONTIERS IN PSYCHOLOGY				Review								Infants are faced with a challenge of disaggregating functions of pitch in the ambient language into affective, pragmatic or referential (the latter in tone languages only). This mini review discusses several factors that might facilitate the disaggregation of referential and affective pitch in infancy: acoustic characteristics of infant-directed speech, recognition of vocal affect, facial cues accompanying affective prosody, and lateralization of affective and referential prosody in the brain. It proposes two hypotheses concerning the role of audiovisual cues and brain lateralization												5	5											OCT 31	2018	9								2093	10.3389/fpsyg.2018.02093	http://dx.doi.org/10.3389/fpsyg.2018.02093												2026-01-16	WOS:000448900100001
J	Wang, RJ; Zhao, N; Luo, JF; Chao, XH; Fan, ZM; Wang, HB; Xu, L				Wang, Ruijie; Zhao, Nan; Luo, Jianfen; Chao, Xiuhua; Fan, Zhaomin; Wang, Haibo; Xu, Lei			Systematic Hearing Performance Evaluation Process for Adolescents with Cochlear Implantation at Early Ages	JOVE-JOURNAL OF VISUALIZED EXPERIMENTS				Article								Cochlear implant (CI) provision is the most effective clinical treatment to restore hearing performance in individuals with profound sensorineural hearing loss (SNHL). It has been successful in providing improved speech perception outcomes, especially in quiet environments. However, speech perception performance within complex environments, lexical tone recognition, and music perception have been shown to only improve with newer fine structure coding strategies or related techniques. Therefore, the methods used to assess hearing performance in noisy environments, lexical tone recognition, and music perception are of vital importance. These assessments must reflect the postoperative outcomes and also provide guidance for the programming, rehabilitation, and application of new coding strategies. In this study, hearing performance in simple and complex situations was evaluated before and after upgrading to a fine structure strategy. The participants were a cohort of Mandarin-speaking adolescents, who were experienced CI users. The comprehensive clinical workflow involved assessments of speech in quiet conditions, speech in noisy conditions, lexical tone recognition, and music perception. This battery of tests is explained in detail, from the coding strategy to the test methods, including the test process, environment, device, material, and order. The details that require special attention are discussed, such as the position of the participants, the angle of the loudspeaker, the intensity of the sound, the noise type, the practice test, and the way of answering questions. Each test step, method, and material for speech, lexical tone, and music perception is presented in detail. Finally, the clinical results are discussed.												2	2											MAR	2023		193								10.3791/64552	http://dx.doi.org/10.3791/64552												2026-01-16	WOS:000971111100003
J	Wang, S; Liu, B; Dong, RJ; Zhou, Y; Li, J; Qi, BE; Chen, XQ; Han, DM; Zhang, L				Wang, Shuo; Liu, Bo; Dong, Ruijuan; Zhou, Yun; Li, Jing; Qi, Beier; Chen, Xueqing; Han, Demin; Zhang, Luo			Music and lexical tone perception in chinese adult cochlear implant users	LARYNGOSCOPE				Article								Objectives/Hypothesis: The present study's aim was to assess the music perception ability for Chinese adult cochlear implant users and to investigate the correlation between music and Mandarin-Chinese lexical tone perception. Study Design: Case-control study. Methods: Twenty normal-hearing and 21 adult cochlear implant users participated in the Musical Sounds in Cochlear Implants (MuSIC) perception test, including six objective and two subjective musical subtests. The comparison of music perception performance was made between normal-hearing and cochlear implant subjects. Sixteen of the 21 cochlear implant users also performed a tone identification test to investigate the correlation between music and tone perception. Results: Cochlear implant users performed significantly worse than normal-hearing subjects on pitch discrimination, instrument identification, and instrument detection tests, whereas close to normal-hearing subjects on melody discrimination, chords discrimination, rhythm discrimination, and emotion and dissonance rating subtests. Lexical tone perception was significantly correlated with pitch discrimination, melody discrimination, and instrument identification tests. Duration of hearing aid use was found to be correlated with pitch discrimination ability of cochlear implant users. Conclusions: Chinese postlingually deafened cochlear implant users performed significantly poorer in pitch discrimination and timbre perception tasks than normal-hearing listeners. Lexical tone perception was found to be significantly correlated with music pitch perception, supporting the notion that tone and music perception may share a similar pitch perception mechanism.												33	53											JUN	2012	122	6					1353	1360		10.1002/lary.23271	http://dx.doi.org/10.1002/lary.23271												2026-01-16	WOS:000304711000030
J	Liu, HM; Tsao, FM				Liu, Huei-Mei; Tsao, Feng-Ming			Speech Perception Deficits in Mandarin-Speaking School-Aged Children with Poor Reading Comprehension	FRONTIERS IN PSYCHOLOGY				Article								Previous studies have shown that children learning alphabetic writing systems who have language impairment or dyslexia exhibit speech perception deficits. However, whether such deficits exist in children learning logographic writing systems who have poor reading comprehension remains uncertain. To further explore this issue, the present study examined speech perception deficits in Mandarin-speaking children with poor reading comprehension. Two self-designed tasks, consonant categorical perception task and lexical tone discrimination task were used to compare speech perception performance in children (n = 31, age range = 7; 4-10; 2) with poor reading comprehension and an age-matched typically developing group (n = 31, age range = 7; 7-9; 10). Results showed that the children with poor reading comprehension were less accurate in consonant and lexical tone discrimination tasks and perceived speech contrasts less categorically than the matched group. The correlations between speech perception skills (i.e., consonant and lexical tone discrimination sensitivities and slope of consonant identification curve) and individuals' oral language and reading comprehension were stronger than the correlations between speech perception ability and word recognition ability. In conclusion, the results revealed that Mandarin-speaking children with poor reading comprehension exhibit less-categorized speech perception, suggesting that imprecise speech perception, especially lexical tone perception, is essential to account for reading learning difficulties in Mandarin-speaking children.												6	7											DEC 14	2017	8								2144	10.3389/fpsyg.2017.02144	http://dx.doi.org/10.3389/fpsyg.2017.02144												2026-01-16	WOS:000417946900001
J	Tang, LR; Xu, YXX; Yang, ST; Meng, XY; Du, BQ; Sun, C; Liu, L; Dong, Q; Nan, Y				Tang, Lirong; Xu, Yangxiaoxue; Yang, Shiting; Meng, Xiangyun; Du, Boqi; Sun, Chen; Liu, Li; Dong, Qi; Nan, Yun			Mandarin-Speaking Amusics' Online Recognition of Tone and Intonation	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH				Article								Purpose: Congenital amusia is a neurogenetic disorder of musical pitch processing. Its linguistic consequences have been examined separately for speech intonations and lexical tones. However, in a tonal language such as Chinese, the processing of intonations and lexical tones interacts with each other during online speech perception. Whether and how the musical pitch disorder might affect linguistic pitch processing during online speech perception remains unknown. Method: We investigated this question with intonation (question vs. statement) and lexical tone (rising Tone 2 vs. falling Tone 4) identification tasks using the same set of sentences, comparing behavioral and event -related potential measurements between Mandarin -speaking amusics and matched controls. We specifically focused on the amusics without behavioral lexical tone deficits (the majority, i.e., pure amusics). Results: Results showed that, despite relative to normal performance when tested in word lexical tone test, pure amusics demonstrated inferior recognition than controls during sentence tone and intonation identification. Compared to controls, pure amusics had larger N400 amplitudes in question stimuli during tone task and smaller P600 amplitudes in intonation task. Conclusion: These data indicate that musical pitch disorder affects both tone and intonation processing during sentence processing even for pure amusics, whose lexical tone processing was intact when tested with words.												0	0											APR	2024	67	4					1107	1116		10.1044/2024_JSLHR-23-00520	http://dx.doi.org/10.1044/2024_JSLHR-23-00520												2026-01-16	WOS:001244512900006
J	Deroche, MLD; Lu, HP; Lin, YS; Chatterjee, M; Peng, SC				Deroche, Mickael L. D.; Lu, Hui-Ping; Lin, Yung-Song; Chatterjee, Monita; Peng, Shu-Chen			Processing of Acoustic Information in Lexical Tone Production and Perception by Pediatric Cochlear Implant Recipients	FRONTIERS IN NEUROSCIENCE				Article								Purpose: This study examined the utilization of multiple types of acoustic information in lexical tone production and perception by pediatric cochlear implant (CI) recipients who are native speakers of Mandarin Chinese. Methods: Lexical tones were recorded from CI recipients and their peers with normal hearing (NH). Each participant was asked to produce a disyllabic word, yan jing, with which the first syllable was pronounced as Tone 3 (a low dipping tone) while the second syllable was pronounced as Tone 1 (a high level tone, meaning "eyes") or as Tone 4 (a high falling tone, meaning "eyeglasses"). In addition, a parametric manipulation in fundamental frequency (F0) and duration of Tones 1 and 4 used in a lexical tone recognition task in Peng et al. (2017) was adopted to evaluate the perceptual reliance on each dimension. Results: Mixed-effect analyses of duration, intensity, and F0 cues revealed that NH children focused exclusively on marking distinct F0 contours, while CI participants shortened Tone 4 or prolonged Tone 1 to enhance their contrast. In line with these production strategies, NH children relied primarily on F0 cues to identify the two tones, whereas CI children showed greater reliance on duration cues. Moreover, CI participants who placed greater perceptual weight on duration cues also tended to exhibit smaller changes in their F0 production. Conclusion: Pediatric CI recipients appear to contrast the secondary acoustic dimension (duration) in addition to F0 contours for both lexical tone production and perception. These findings suggest that perception and production strategies of lexical tones are well coupled in this pediatric CI population.												22	24											JUN 20	2019	13								639	10.3389/fnins.2019.00639	http://dx.doi.org/10.3389/fnins.2019.00639												2026-01-16	WOS:000472227600001
J	Chen, Y; Wong, LLN; Qian, JY; Kuehnel, V; Voss, SC; Chen, F				Chen, Yuan; Wong, Lena L. N.; Qian, Jinyu; Kuehnel, Volker; Christina Voss, Solveig; Chen, Fei			The Role of Lexical Tone Information in the Recognition of Mandarin Sentences in Listeners With Hearing Aids	EAR AND HEARING				Article								Objectives: Lexical tone information provides redundant cues for the recognition of Mandarin sentences in listeners with normal hearing in quiet conditions. The contribution of lexical tones to Mandarin sentence recognition in listeners with hearing aids (HAs) is unclear. This study aimed to remove lexical tone information and examine the effects on Mandarin sentence intelligibility in HA users. The second objective was to investigate the contribution of cognitive abilities (i.e., general cognitive ability, working memory, and attention) on Mandarin sentence perception when the presentation of lexical tone information was mismatched. Design: A text-to-speech synthesis engine was used to manipulate Mandarin sentences into three test conditions: (1) a Normal Tone test condition, where no alterations were made to lexical tones within sentences; (2) a Flat Tone test condition, where lexical tones were all changed into tone 1 (i.e., the flat tone); and (3) a Random Tone test condition, where each word in test sentences was randomly assigned one of four Mandarin lexical tones. The manipulated sentence signals were presented to 32 listeners with HAs in both quiet and noisy environments at an 8 dB signal to noise ratio. Results: Speech intelligibility was reduced significantly (by approximately 40 percentage points) in the presence of mismatched lexical tone information in both quiet and noise. The difficulty in correctly identifying sentences with mismatched lexical tones among adults with hearing loss was significantly greater than that of adults with normal hearing. Cognitive function was not significantly related to a decline in speech recognition scores. Conclusions: Contextual and other phonemic cues (i.e., consonants and vowels) are inadequate for HA users to perceive sentences with mismatched lexical tone contours in quiet or noise. Also, HA users with better cognitive function could not compensate for the loss of lexical tone information. These results highlight the importance of accurately representing lexical tone information for Mandarin speakers using HAs.												8	9											MAY-JUN	2020	41	3					532	538		10.1097/AUD.0000000000000774	http://dx.doi.org/10.1097/AUD.0000000000000774												2026-01-16	WOS:000530368100007
J	Morett, LM				Morett, Laura M.			The Influence of Tonal and Atonal Bilingualism on Children's Lexical and Non-Lexical Tone Perception	LANGUAGE AND SPEECH				Article								This study examined how bilingualism in an atonal language, in addition to a tonal language, influences lexical and non-lexical tone perception and word learning during childhood. Forty children aged 5;3-7;2, bilingual either in English and Mandarin or English and another atonal language, were tested on Mandarin lexical tone discrimination, level-pitch sine-wave tone discrimination, and learning of novel words differing minimally in Mandarin lexical tone. Mandarin-English bilingual children discriminated between and learned novel words differing minimally in Mandarin lexical tone more accurately than their atonal-English bilingual peers. However, Mandarin-English and atonal-English bilingual children discriminated between level-pitch sine-wave tones with similar accuracy. Moreover, atonal-English bilingual children showed a tendency to perceive differing Mandarin lexical and level-pitch sine-wave tones as identical, whereas their Mandarin-English peers showed no such tendency. These results indicate that bilingualism in a tonal language in addition to an atonal language-but not bilingualism in two atonal languages-allows for continued sensitivity to lexical tone beyond infancy. Moreover, they suggest that although tonal-atonal bilingualism does not enhance sensitivity to differences in pitch between sine-wave tones beyond infancy any more effectively than atonal-atonal bilingualism, it protects against the development of biases to perceive differing lexical and non-lexical tones as identical. Together, the results indicate that, beyond infancy, tonal-atonal bilinguals process lexical tones using different cognitive mechanisms than atonal-atonal bilinguals, but that both groups process level-pitch non-lexical tone using the same cognitive mechanisms.												7	8											JUN	2020	63	2					221	241		10.1177/0023830919834679	http://dx.doi.org/10.1177/0023830919834679												2026-01-16	WOS:000537760600002
J	Chen, F; Wong, LLN; Hu, Y				Chen, Fei; Wong, Lena L. N.; Hu, Yi			Effects of Lexical Tone Contour on Mandarin Sentence Intelligibility	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH				Article								Purpose: This study examined the effects of lexical tone contour on the intelligibility of Mandarin sentences in quiet and in noise. Method: A text-to-speech synthesis engine was used to synthesize Mandarin sentences with each word carrying the original lexical tone, flat tone, or a tone randomly selected from the 4 Mandarin lexical tones. The synthesized speech signals were presented to 11 normal-hearing listeners for recognition in quiet and in speech-shaped noise at 0 dB signal-to-noise ratio. Results: Normal-hearing listeners nearly perfectly recognized the Mandarin sentences produced with modified tone contours in quiet; however, performance declined substantially in noise. Conclusions: Consistent with previous findings to some extent, the present findings suggest that lexical tones are relatively redundant cues for Mandarin sentence intelligibility in quiet and that other cues could compensate for the distorted lexical tone contour. However, in noise, the results provide direct evidence that lexical tone contour is important for the recognition of Mandarin sentences.												67	79											FEB	2014	57	1					338	345		10.1044/1092-4388(2013/12-0324)	http://dx.doi.org/10.1044/1092-4388(2013/12-0324)												2026-01-16	WOS:000347919100027
J	Xu, L; Pfingst, BE				Xu, L; Pfingst, BE			Relative importance of temporal envelope and fine structure in lexical-tone perception	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				Article								The relative importance of temporal envelope and fine structure in speech and music perception was investigated by Smith et al. [Nature (London) 416, 87-90 (2002)] using "auditory chimera" in which the envelope from one sound was paired with the fine structure of another. Smith et al. found that, when 4 to 16 frequency bands were used, recognition of English speech was dominated by the envelope, whereas recognition of melody was dominated by the fine structure. In the present study, Mandarin Chinese monosyllables were divided into 4, 8, or 16 frequency bands and the tine structure and envelope of one tone pattern were exchanged with those of another tone pattern of the same monosyllable. Five normal-hearing native Mandarin Chinese speakers completed a four-alternative forced-choice tone-identification task. In the vast majority of trials, subjects based their identification of the monosyllables on the fine structure rather than the envelope. Thus, the relative importance of envelope and fine structure for lexical-tone perception resembled that for melody recognition rather than that for English speech recognition. Delivering fine-structure information in cochlear implant stimulation could be particularly beneficial for lexical-tone perception. (C) 2003 Acoustical Society of America.												123	165											DEC	2003	114	6	1				3024	3027		10.1121/1.1623786	http://dx.doi.org/10.1121/1.1623786												2026-01-16	WOS:000187425800004
