PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Zhang, GY; Shao, J; Zhang, CC; Wang, L				Zhang, Gaoyuan; Shao, Jing; Zhang, Caicai; Wang, Lan			The Perception of Lexical Tone and Intonation in Whispered Speech by Mandarin-Speaking Congenital Amusics	JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH				Article								Purpose: A fundamental feature of human speech is variation, including the manner of phonation, as exemplified in the case of whispered speech. In this study, we employed whispered speech to examine an unresolved issue about congenital amusia, a neurodevelopmental disorder of musical pitch processing, which also affects speech pitch processing such as lexical tone and intonation perception. The controversy concerns whether amusia is a pitch-processing disorder or can affect speech processing beyond pitch. Method: We examined lexical tone and intonation recognition in 19 Mandarin-speaking amusics and 19 matched controls in phonated and whispered speech, where fundamental frequency (f(o)) information is either present or absent. Results: The results revealed that the performance of congenital amusics was inferior to that of controls in lexical tone identification in both phonated and whispered speech. These impairments were also detected in identifying intonation (statements/questions) in phonated and whispered modes. Across the experiments, regression models revealed that f(o) and non-f(o) (duration, intensity, and formant frequency) acoustic cues predicted tone and intonation recognition in phonated speech, whereas non-f(o) cues predicted tone and intonation recognition in whispered speech. There were significant differences between amusics and controls in the use of both f(o) and non-f(o) cues. Conclusion: The results provided the first evidence that the impairments of amusics in lexical tone and intonation identification prevail into whispered speech and support the hypothesis that the deficits of amusia extend beyond pitch processing.												3	4											APR	2022	65	4					1331	1348		10.1044/2021_JSLHR-21-00345	http://dx.doi.org/10.1044/2021_JSLHR-21-00345												2026-01-16	WOS:000830953900007
J	Liu, F; Yin, YJ; Chan, AHD; Yip, V; Wong, PCM				Liu, Fang; Yin, Yanjun; Chan, Alice H. D.; Yip, Virginia; Wong, Patrick C. M.			Individuals with congenital amusia do not show context-dependent perception of tonal categories	BRAIN AND LANGUAGE				Article								Perceptual adaptation is an active cognitive process where listeners re-analyse speech categories based on new contexts/situations/talkers. It involves top-down influences from higher cortical levels on lower-level auditory processes. Individuals with congenital amusia have impaired pitch processing with reduced connectivity between frontal and temporal regions. This study examined whether deficits in amusia would lead to impaired perceptual adaptation in lexical tone perception. Thirteen Mandarin-speaking amusics and 13 controls identified the category of target tones on an 8-step continuum ranging from rising to high-level, either in isolation or in a high-/ low-pitched context. For tones with no context, amusics exhibited reduced categorical perception than controls. While controls? lexical tone categorization demonstrated a significant context effect due to perceptual adaptation, amusics showed similar categorization patterns across both contexts. These findings suggest that congenital amusia impacts the extraction of context-dependent tonal categories in speech perception, indicating that perceptual adaptation may depend on listeners? perceptual acuity.												9	9											APR	2021	215								104908	10.1016/j.bl.2021.104908	http://dx.doi.org/10.1016/j.bl.2021.104908												2026-01-16	WOS:000636792100002
J	Whitehill, TL; Kwan, L; Lee, FPH; Chow, MMN				Whitehill, Tara L.; Kwan, Lorinda; Lee, Flora P. -H.; Chow, Mia M. -N.			Effect of LSVT on Lexical Tone in Speakers with Parkinson's Disease	PARKINSONS DISEASE				Article								Lee Silverman Voice Treatment (LSVT) has well-documented treatment efficacy for individuals with hypokinetic dysarthria associated with Parkinson's disease (PD). Positive changes have been noted after treatment not only for vocal loudness but also for many other speech dimensions, including intonation (monotonicity). There have been few studies investigating the effect of LSVT on lexical tone which, like intonation, is controlled by variations in fundamental frequency. This study involved 12 Cantonese speakers with idiopathic PD who were enrolled in a standard LVST treatment protocol. Speech data were collected 3-4 days before treatment and 1 day after treatment. A wide variety of perceptual and acoustic variables were analyzed. The results showed significant improvements in loudness and intonation after treatment, but no significant changes in lexical tone. These results have theoretical implications for the relationship between tone and intonation and for models of the physiological control of fundamental frequency.												15	18												2011	2011								897494	10.4061/2011/897494	http://dx.doi.org/10.4061/2011/897494												2026-01-16	WOS:000208765600078
J	Wang, HLS; Chen, IC; Chiang, CH; Lai, YH; Tsao, Y				Wang, Hsiao-Lan S.; Chen, I-Chen; Chiang, Chun-Han; Lai, Ying-Hui; Tsao, Yu			Auditory Perception, Suprasegmental Speech Processing, and Vocabulary Development in Chinese Preschoolers	PERCEPTUAL AND MOTOR SKILLS				Article								The current study examined the associations between basic auditory perception, speech prosodic processing, and vocabulary development in Chinese kindergartners, specifically, whether early basic auditory perception may be related to linguistic prosodic processing in Chinese Mandarin vocabulary acquisition. A series of language, auditory, and linguistic prosodic tests were given to 100 preschool children who had not yet learned how to read Chinese characters. The results suggested that lexical tone sensitivity and intonation production were significantly correlated with children's general vocabulary abilities. In particular, tone awareness was associated with comprehensive language development, whereas intonation production was associated with both comprehensive and expressive language development. Regression analyses revealed that tone sensitivity accounted for 36% of the unique variance in vocabulary development, whereas intonation production accounted for 6% of the variance in vocabulary development. Moreover, auditory frequency discrimination was significantly correlated with lexical tone sensitivity, syllable duration discrimination, and intonation production in Mandarin Chinese. Also it provided significant contributions to tone sensitivity and intonation production. Auditory frequency discrimination may indirectly affect early vocabulary development through Chinese speech prosody.												8	10											OCT	2016	123	2					365	382		10.1177/0031512516663164	http://dx.doi.org/10.1177/0031512516663164												2026-01-16	WOS:000382950300001
J	Frota, S; Butler, J; Vigário, M				Frota, Sonia; Butler, Joseph; Vigario, Marina			Infants' Perception of Intonation: Is It a Statement or a Question?	INFANCY				Article								The ability to distinguish phonetic variations in speech that are relevant to meaning is essential for infants' language development. Previous studies into the acquisition of prosodic categories have focused on lexical stress, lexical pitch accent, or lexical tone. However, very little is known about the developmental course of infants' perception of linguistic intonation. In this study, we investigate infants' perception of the correlates of the statement/yes-no question contrast in a language that marks this sentence type distinction only by prosodic means, European Portuguese (EP). Using a modified version of the visual habituation paradigm, EP-learning infants at 5-6 and 8-9months were able to successfully discriminate segmentally varied, single-prosodic word intonational phrases presented with statement or yes-no question intonation, demonstrating that they are sensitive to the prosodic cues marking this distinction as early as 5months and maintain this sensitivity throughout the first year. These results suggest the presence of precocious discrimination abilities for intonation across segmental variation, similarly to previous reports for lexical pitch accent, but unlike previous findings for word stress.												52	62											MAR	2014	19	2					194	213		10.1111/infa.12037	http://dx.doi.org/10.1111/infa.12037												2026-01-16	WOS:000329924700005
J	Potisuk, S; Harper, MP; Gandour, J				Potisuk, S; Harper, MP; Gandour, J			Classification of Thai tone sequences in syllable-segmented speech using the analysis-by-synthesis method	IEEE TRANSACTIONS ON SPEECH AND AUDIO PROCESSING				Article																				24	24											JAN	1999	7	1					95	102		10.1109/89.736336	http://dx.doi.org/10.1109/89.736336												2026-01-16	WOS:000077702700011
J	Whitehill, TL; Wong, LLN				Whitehill, Tara L.; Wong, Lina L-N.			Effect of intensive voice treatment on tone-language speakers with Parkinson's disease	CLINICAL LINGUISTICS & PHONETICS				Article; Proceedings Paper	11th Meeting of the International-Clinical-Phonetics-and-Linguistics-Association	JUN, 2006	Dubrovnik, CROATIA					The aim of this study was to investigate the effect of intensive voice therapy on Cantonese speakers with Parkinson's disease. The effect of the treatment on lexical tone was of particular interest. Four Cantonese speakers with idiopathic Parkinson's disease received treatment based on the principles of Lee Silverman Voice Treatment (LSVT). Outcome measures included perceptual measures and acoustic correlates of loudness, pitch, intonation, and tone (only intonation and tone are detailed in this study). All four participants demonstrated an increase in loudness, an increase in pitch and pitch range, and improved intonation during connected speech, as measured perceptually and acoustically. However, there were no obvious changes in the accuracy of lexical tone production, based on either phonetic transcription or acoustic analysis. The lack of improvement in lexical tones may support previous claims of a dissociation in fundamental frequency control for intonation and lexical tone production.												19	28											NOV-DEC	2007	21	11-12					919	925		10.1080/02699200701602045	http://dx.doi.org/10.1080/02699200701602045												2026-01-16	WOS:000251447800010
J	CHING, TYC; WILLIAMS, R; VANHASSELT, A				CHING, TYC; WILLIAMS, R; VANHASSELT, A			COMMUNICATION OF LEXICAL TONES IN CANTONESE ALARYNGEAL SPEECH	JOURNAL OF SPEECH AND HEARING RESEARCH				Article								Cantonese is a tone language with six lexical tones. Each word has a distinctive tone, signaled by fundamental frequency variations at the syllable level. We investigated the relative efficiency of alaryngeal Cantonese speakers in conveying tonal variations in words in citation form. isolated tone tokens were produced by three esophageal speakers, two tracheoesophageal speakers, two pneumatic artificial laryngeal speakers, and two electrolaryngeal speakers for perceptual tests. The correct responses from 22 listeners were highest for the pneumatic artificial laryngeal speakers, and could be graded in order of proficiency as esophageal, tracheoesophageal, and electrolaryngeal speakers. These results provide a linguistic perspective tor guiding voice rehabilitation and the choice of voice in alaryngeal patients who speak a tone language.												27	29											JUN	1994	37	3					557	571		10.1044/jshr.3703.557	http://dx.doi.org/10.1044/jshr.3703.557												2026-01-16	WOS:A1994NP96500007
J	Zheng, XB; Ji, YL; Meng, XZ				Zheng, Xiaobei; Ji, Yinglin; Meng, Xiangzhi			Protracted Development on Native Tone Interpretation: Evidence From Mandarin-Learning Infants' Novel Word Learning	FRONTIERS IN PSYCHOLOGY				Article								Studies have shown that infants from cultures with tone languages develop categorical perception of their native lexical tone before their first birthday, but few studies have explored whether, and when, they interpret the phonemic function of lexical tone in word learning. Two habituation-switch experiments were conducted to explore whether Mandarin-learning infants could exploit tonal cues during their word learning, and detect a change when the association of two word-object pairs was switched. In Experiment 1, two words were solely differentiated by their lexical tones (fai/ vs. /fai/), and Mandarin-learning infants failed to detect the switch of tones at 14 months, but succeeded at 18 months. In Experiment 2, two words were markedly distinct (/fai/ vs. /bou/), and infants could detect the change of words as early as 14 months. The results indicate that infants may not refer to the lexical function of tone during their novel word learning until 18 months, even though infants from birth are able to distinguish the Tone 1 vs. Tone 3 contrast. Given that lexical tone is expressed by variations of the pitch contours, which are also related to intonation, infants' increasing knowledge of both tone and intonation may contribute to their misinterpretation of pitch contours in word learning at 14 months and, further, to their development of a sophisticated use of the phonemic function of lexical tone at 18 months of age.												0	0											JUL 5	2019	10								1512	10.3389/fpsyg.2019.01512	http://dx.doi.org/10.3389/fpsyg.2019.01512												2026-01-16	WOS:000474204400001
J	Lu, S; Wayland, R; Kaan, E				Lu, Shuang; Wayland, Ratree; Kaan, Edith			Effects of production training and perception training on lexical tone perception - A behavioral and ERP study	BRAIN RESEARCH				Article								The present study recorded both behavioral data and event-related brain potentials to examine the effectiveness of a perception-only training and a perception-plus-production training procedure on the intentional and unintentional perception of lexical tone by native English listeners. In the behavioral task, both the perception-only and the perception-plus-production groups improved on the tone discrimination abilities after the training session. Moreover, the participants in both groups generalized the improvements gained through the trained stimuli to the untrained stimuli. In the ERP task, the Mismatch Negativity was smaller in the post-training task than in the pre-training task. However, the two training groups did not differ in tone processing at the intentional or unintentional level after training. These results suggest that the employment of the motor system does not specifically benefit the tone perceptual skills. Furthermore, the present study investigated whether some tone pairs are more easily confused than others by native English listeners, and whether the order of tone presentation influences non-native tone discrimination. In the behavioral task, Tone2-Tone1 (rising-level) and Tone2-Tone4 (rising-falling) were the most difficult tone pairs, while Tone1-Tone2 and Tone4-Tone2 were the easiest tone pairs, even though they involved the same tone contrasts respectively. In the ERP task, the native English listeners had good discrimination when Tone2 and Tone4 were embedded in strings of Tone1, while poor discrimination when Tone1 was inserted in the context of Tone2 or Tone4. These asymmetries in tone perception might be attributed to the interference of native intonation system and can be altered by training. (C) 2015 Elsevier B.V. All rights reserved.												20	30											OCT 22	2015	1624						28	44		10.1016/j.brainres.2015.07.014	http://dx.doi.org/10.1016/j.brainres.2015.07.014												2026-01-16	WOS:000365050100004
J	Liu, C				Liu, Chang			Just noticeable difference of tone pitch contour change for English- and Chinese-native listeners	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				Article								Just noticeable differences of tone pitch contour discrimination were examined for young English- and Mandarin Chinese-native listeners to examine categorical features of tone perception for the two groups of listeners. Three types of stimuli were used: A Mandarin Chinese vowel, an English vowel, and tonal glides. Level, rising, and falling tones within or across tone boundaries served as the standard stimuli to measure thresholds of tone pitch discrimination. Performance was equivalent between English-and Chinese-native listeners for level tones, but significantly differed for rising and falling tones, regardless of the type of stimuli. English listeners showed significantly lower thresholds at the offset of F0 shifts than Chinese listeners, while Chinese listeners discriminated tone pitch changes at the onset with significantly lower thresholds than their English peers. These psychophysical results, combined with tone perception reported in other studies, indicated that Mandarin-native listeners perceived lexical tones in a categorical manner, based on their lexical tone experience, whereas English-native listeners perceived tones on a psychophysical base. (C) 2013 Acoustical Society of America.												36	42											OCT	2013	134	4					3011	3020		10.1121/1.4820887	http://dx.doi.org/10.1121/1.4820887												2026-01-16	WOS:000330119700054
