PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Brown, M; Salverda, AP; Dilley, LC; Tanenhaus, MK				Brown, Meredith; Salverda, Anne Pier; Dilley, Laura C.; Tanenhaus, Michael K.			Metrical Expectations From Preceding Prosody Influence Perception of Lexical Stress	JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE				Article								Two visual-world experiments tested the hypothesis that expectations based on preceding prosody influence the perception of suprasegmental cues to lexical stress. The results demonstrate that listeners' consideration of competing alternatives with different stress patterns (e.g., 'jury/gi'raffe) can be influenced by the fundamental frequency and syllable timing patterns across material preceding a target word. When preceding stressed syllables distal to the target word shared pitch and timing characteristics with the first syllable of the target word, pictures of alternatives with primary lexical stress on the first syllable (e.g., jury) initially attracted more looks than alternatives with unstressed initial syllables (e.g., giraffe). This effect was modulated when preceding unstressed syllables had pitch and timing characteristics similar to the initial syllable of the target word, with more looks to alternatives with unstressed initial syllables (e.g., giraffe) than to those with stressed initial syllables (e.g., jury). These findings suggest that expectations about the acoustic realization of upcoming speech include information about metrical organization and lexical stress and that these expectations constrain the initial interpretation of suprasegmental stress cues. These distal prosody effects implicate online probabilistic inferences about the sources of acoustic-phonetic variation during spoken-word recognition.												33	41											APR	2015	41	2					306	323		10.1037/a0038689	http://dx.doi.org/10.1037/a0038689												2026-01-16	WOS:000355306300006
J	Friedrich, CK; Alter, K; Kotz, SA				Friedrich, CK; Alter, K; Kotz, SA			An electrophysiological response to different pitch contours in words	NEUROREPORT				Article								A spoken word with more than one syllable contains a specific stress pattern found to be processed during spoken word recognition. The present study investigated the word's pitch contour as a single auditory parameter that marks stress. Event-related brain potentials (ERPs) were recorded while subjects made decisions to artificially pitch manipulated words. ERPs revealed that pitch contours are discriminated already within the first syllable of a word. Furthermore, behavioral responses for words with incorrect pitch contours were longer than for words with correct pitch contours. The results suggest that the pitch contour is an auditory feature of the spoken word that a listener automatically processes during spoken word recognition. NeuroReport 12:3189-3191 (C) 2001 Lippincott Williams & Wilkins.												31	32											OCT 29	2001	12	15					3189	3191		10.1097/00001756-200110290-00009	http://dx.doi.org/10.1097/00001756-200110290-00009												2026-01-16	WOS:000171902600005
J	Arciuli, J; Slowiaczek, LM				Arciuli, Joanne; Slowiaczek, Louisa M.			The where and when of linguistic word-level prosody	NEUROPSYCHOLOGIA				Article								uDespite its presence in all natural languages prosodic processing remains under-researched in cognitive science. Hemispheric specialisation for linguistic word-level prosody, specifically, sensitivity to stress typicality was examined using dichotic listening. In Experiment 1, participants named targets and in Experiment 2 participants classified targets as nouns or verbs. In both studies stress typicality effects emerged in the left hemisphere only. These results suggest that: (1) the left hemisphere may be responsible for conveying accurate stress patterns prior to lexical access, (2) supra-segmental information reduces the set of potential candidates during lexical access, and (3) prosody and grammatical category interact in the language processing system. (c) 2007 Elsevier Ltd. All rights reserved.												26	28												2007	45	11					2638	2642		10.1016/j.neuropsychologia.2007.03.010	http://dx.doi.org/10.1016/j.neuropsychologia.2007.03.010												2026-01-16	WOS:000247865800025
J	Sagarra, N; Casillas, J				Sagarra, Nuria; Casillas, Joseph, V			Suprasegmental information cues morphological anticipation during L1/L2 lexical access	JOURNAL OF SECOND LANGUAGE STUDIES				Article								We use visual-world eye-tracking and gating methods to investigate whether Spanish monolinguals and English late learners of Spanish use prosodic cues (lexical stress) to anticipate morphological information (suffixes) during spoken word recognition, and if they do, whether L2 proficiency and working memory (WM) mediate their anticipatory abilities. Our findings show that the monolinguals used prosodic information to predict word endings in both tasks, regardless of first-syllable stress (stressed, unstressed) and structure (CV, CVC). In contrast, the beginning learners did not use prosodic information to anticipate word suffixes in any task or condition. Importantly, the advanced learners mirrored the monolinguals, except in words with first-syllable CV structure, but were slower than the monolinguals. Finally, WM was not associated with anticipatory eye movements, though results were inconclusive for offline processing. Taken together, the present study shows that suprasegmental information facilitates morphological anticipation during spoken word recognition, and that adult learners can gain anticipatory processing patterns qualitatively, but not quantitatively, similar to monolinguals.												15	19												2018	1	1					31	59		10.1075/jsls.17026.sag	http://dx.doi.org/10.1075/jsls.17026.sag												2026-01-16	WOS:000663804600003
J	McQueen, JM; Cutler, A; Norris, D				McQueen, JM; Cutler, A; Norris, D			Flow of information in the spoken word recognition system	SPEECH COMMUNICATION				Article								Spoken word recognition consists of two major component processes. First, at the prelexical stage, an abstract description of the utterance is generated from the information in the speech signal. Second, at the lexical stage, this description is used to activate all the words stored in the mental lexicon which match the input. These multiple candidate words then compete with each other. We review evidence which suggests that positive (match) and negative (mismatch) information of both a segmental and a suprasegmental nature is used to constrain this activation and competition process. We then ask whether, in addition to the necessary influence of the prelexical stage on the lexical stage, there is also feedback from the lexicon to the prelexical level. In two phonetic categorization experiments, Dutch listeners were asked to label both syllable-initial and syllable-final ambiguous fricatives (e.g., sounds ranging from [f] to [s]) in the word-nonword series maf-mas, and the nonword-word series jaf-jas. They tended to label the sounds in a lexically consistent manner (i.e., consistent with the word endpoints of the series). These lexical effects became smaller in listeners' slower responses, even when the listeners were put under pressure to respond as fast as possible. Our results challenge models of spoken word recognition in which feedback modulates the prelexical analysis of the component sounds of a word whenever that word is heard. (C) 2002 Elsevier Science B.V. All rights reserved.												16	20											AUG	2003	41	1					257	270		10.1016/S0167-6393(02)00108-5	http://dx.doi.org/10.1016/S0167-6393(02)00108-5												2026-01-16	WOS:000183840900021
J	Salverda, AP; Dahan, D; Tanenhaus, MK; Crosswhite, K; Masharov, M; McDonough, J				Salverda, Anne Pier; Dahan, Delphine; Tanenhaus, Michael K.; Crosswhite, Katherine; Masharov, Mikhail; McDonough, Joyce			Effects of prosodically modulated sub-phonetic variation on lexical competition	COGNITION				Article								Eye movements were monitored as participants followed spoken instructions to manipulate one of four objects pictured on a computer screen. Target words occurred in utterance-medial (e.g., Put the cap next to the square) or utterance-final position (e.g., Now click on the cap). Displays consisted of the target picture (e.g., a cap), a monosyllabic competitor picture (e.g., a cat), a polysyllabic competitor picture (e.g., a captain) and a distractor (e.g., a beaker). The relative proportion of fixations to the two types of competitor pictures changed as a function of the position of the target word in the utterance, demonstrating that lexical competition is modulated by prosodically conditioned phonetic variation. (C) 2006 Elsevier B.V. All rights reserved.												43	57											NOV	2007	105	2					466	476		10.1016/j.cognition.2006.10.008	http://dx.doi.org/10.1016/j.cognition.2006.10.008												2026-01-16	WOS:000250025500010
J	Cornew, L; Carver, L; Love, T				Cornew, Lauren; Carver, Leslie; Love, Tracy			There's more to emotion than meets the eye: A processing bias for neutral content in the domain of emotional prosody	COGNITION & EMOTION				Article								Research on emotion processing in the visual modality suggests a processing advantage for emotionally salient stimuli, even at early sensory stages; however, results concerning the auditory correlates are inconsistent. We present two experiments that employed a gating paradigm to investigate emotional prosody. In Experiment 1, participants heard successively building segments of Jabberwocky osentenceso spoken with happy, angry, or neutral intonation. After each segment, participants indicated the emotion conveyed and rated their confidence in their decision. Participants in Experiment 2 also heard Jabberwocky osentenceso in successive increments, with half discriminating happy from neutral prosody, and half discriminating angry from neutral prosody. Participants in both experiments identified neutral prosody more rapidly and accurately than happy or angry prosody. Confidence ratings were greater for neutral sentences, and error patterns also indicated a bias for recognising neutral prosody. Taken together, results suggest that enhanced processing of emotional content may be constrained by stimulus modality.												20	24												2010	24	7					1133	1152	PII 927614767	10.1080/02699930903247492	http://dx.doi.org/10.1080/02699930903247492												2026-01-16	WOS:000282580800004
J	Ariga, T; Hirose, Y				Ariga, Terumichi; Hirose, Yuki			Recognition of spoken words with mispronounced lexical prosody in Japanese	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				Article								Lexical prosody plays a crucial role in Japanese spoken word recognition. However, listeners of Japanese can still recognize spoken words easily even when they are pronounced with mispronounced lexical prosody, i.e., prosody that differs from their lexical knowledge. The present study investigated how listeners recognize spoken words pronounced with mispronounced lexical pitch accent in Japanese. Two cross-modal semantic priming experiments addressed the process of lexical access during listening to prosodically mispronounced words under a sentential context. When words were presented with mispronounced prosody, semantic priming effects that reflected the access to contextually congruent words were obtained not under interstimulus interval (ISI) = 0 ms (experiment 1) but under ISI = 750 ms (experiment 2). These results suggested that a prosodically mispronounced input temporarily disturbed access to the appropriate meaning of the word, whereas appropriate access was achieved later within 750 ms with reference to the contextual information rather than the mispronounced lexical prosodic information. Thus, contextual information overrides lexical prosodic information to recognize spoken words appropriately even when lexical prosody is mispronounced.												1	1											JUN	2025	157	6					4102	4118		10.1121/10.0036775	http://dx.doi.org/10.1121/10.0036775												2026-01-16	WOS:001506844900001
J	Hayashi, R; Imaizumi, S; Mori, K; Niimi, S; Ueno, S; Kiritani, S				Hayashi, R; Imaizumi, S; Mori, K; Niimi, S; Ueno, S; Kiritani, S			Elicitation of N400m in sentence comprehension due to lexical prosody incongruity	NEUROREPORT				Article								The role of lexical prosody in the semantic integration of spoken sentences consisting of a quiz stem and an answer word was investigated analyzing the event-related magnetic response, N400m. Three conditions regarding the relations between the quiz and the answer word were prepared: pitch-accent violation, phonemic violation and no violation. Both the pitch-accent and phonemic violations elicited significant N400m without any significant differences in the peak latency and magnitude of the equivalent current dipoles, suggesting that the role of pitch-accent in semantic integration is equivalent to that of phonemes. However, the rate of violation detection and the successful N400m source estimation were lower for the pitch-accent violation than for the phonemic violation, suggesting differential neural processes for the phonemic and prosodic cues. NeuroReport 12:1753-1756 (C) 2001 Lippincott Williams & Wilkins.												13	14											JUN 13	2001	12	8					1753	1756		10.1097/00001756-200106130-00047	http://dx.doi.org/10.1097/00001756-200106130-00047												2026-01-16	WOS:000169185400043
J	Villani, C; Boux, IP; Pulvermüller, F; Tomasello, R				Villani, Caterina; Boux, Isabella P.; Pulvermueller, Friedemann; Tomasello, Rosario			The time course of speech act recognition conveyed by speech prosody: a gating study	LANGUAGE COGNITION AND NEUROSCIENCE				Article								Speech prosody is essential for conveying communicative intentions. Although neurophysiological data has shown that communicative functions conveyed through prosody are processed rapidly in the human brain, it is still unclear when and to what extent prosodic information is needed for the conscious speech act recognition as speech unfolds. Using a gating paradigm, we investigated the point at which listeners recognise the function of identical Italian sentences - whether they express a question or statement - based on vocal intonation. Comparing cross-spliced and natural sentences, we found that, rising or falling nuclear accentual movement on the sentence-final word seems to be the primary cue for recognition, with questions identified slightly later than statements. Furthermore, we discuss the limitations of splicing techniques in filtering out natural prosodic variations, the presence of a "statement bias" in perceiving incomplete sentences, along with a visual examination of interindividual responses. These findings offer valuable insights into the timing of conscious recognition of different communicative functions based on speech prosody.												3	4											SEP 14	2025	40	8					1065	1084		10.1080/23273798.2025.2506641	http://dx.doi.org/10.1080/23273798.2025.2506641		MAY 2025										2026-01-16	WOS:001503007800001
J	Schild, U; Becker, ABC; Friedrich, CK				Schild, Ulrike; Becker, Angelika B. C.; Friedrich, Claudia K.			Processing of syllable stress is functionally different from phoneme processing and does not profit from literacy acquisition	FRONTIERS IN PSYCHOLOGY				Article								Speech is characterized by phonemes and prosody. Neurocognitive evidence supports the separate processing of each type of information. Therefore, one might suggest individual development of both pathways. In this study, we examine literacy acquisition in middle childhood. Children become aware of the phonemes in speech at that time and refine phoneme processing when they acquire an alphabetic writing system. We test whether an enhanced sensitivity to phonemes in middle childhood extends to other aspects of the speech signal, such as prosody. To investigate prosodic processing, we used stress priming. Spoken stressed and unstressed syllables (primes) preceded spoken German words with stress on the first syllable (targets). We orthogonally varied stress overlap and phoneme overlap between the primes and onsets of the targets. Lexical decisions and Event-Related Potentials (ERPs) for the targets were obtained for pre-reading preschoolers, reading pupils and adults. The behavioral and ERR results were largely comparable across all groups. The fastest responses were observed when the first syllable of the target word shared stress and phonemes with the preceding prime. ERR stress priming and ERR phoneme priming started 200 ms after the target word onset. Bilateral ERR stress priming was characterized by enhanced ERR amplitudes for stress overlap. Left-lateralized ERR phoneme priming replicates previously observed reduced ERR amplitudes for phoneme overlap. Groups differed in the strength of the behavioral phoneme priming and in the late ERR phoneme priming effect. The present results show that enhanced phonological processing in middle childhood is restricted to phonemes and does not extend to prosody. These results are indicative of two parallel processing systems for phonemes and prosody that might follow different developmental trajectories in middle childhood as a function of alphabetic literacy.												14	14											JUN 3	2014	5								530	10.3389/fpsyg.2014.00530	http://dx.doi.org/10.3389/fpsyg.2014.00530												2026-01-16	WOS:000337666600001
J	Cutler, A; Van Donselaar, W				Cutler, A; Van Donselaar, W			Voornaam is not (really) a homophone: Lexical prosody and lexical access in Dutch	LANGUAGE AND SPEECH				Article								Four experiments examined Dutch listeners' use of suprasegmental information in spoken-word recognition. Isolated syllables excised from minimal stress pairs such as VOORnaam/voorNAAM could be reliably assigned to their source words. In lexical decision, no priming was observed from one member of minimal stress pairs to the other, suggesting that the pairs' segmental ambiguity was removed by suprasegmental information. Words embedded in nonsense strings were harder to detect if the nonsense string itself formed the beginning of a competing word, but a suprasegmental mismatch to the competing word significantly reduced this inhibition. The same nonsense strings facilitated recognition of the longer words of which they constituted the beginning, but again the facilitation was significantly reduced by suprasegmental mismatch. Together these results indicate that Dutch listeners effectively exploit suprasegmental cues in recognizing spoken words. Nonetheless, suprasegmental mismatch appears to be somewhat less effective in constraining activation than segmental mismatch.												120	138											JUN	2001	44		2				171	195		10.1177/00238309010440020301	http://dx.doi.org/10.1177/00238309010440020301												2026-01-16	WOS:000171605900003
J	Singh, L; Chee, M				Singh, Leher; Chee, Melissa			Rise and fall: Effects of tone and intonation on spoken word recognition in early childhood	JOURNAL OF PHONETICS				Article								A crucial component of word learning is the ability to recognize words in spite of the varying forms they assume. This may be particularly challenging in tone languages as learners have to develop tone representations in the face of intonational variation in order to accurately recognize words. The effects of intonational variation on word recognition of tone-marked words in Mandarin Chinese were investigated in toddlers and preschoolers using a cross-sectional design. Participants were presented with known words where intonation (question/statement) and tone (rising/falling) were independently manipulated. Results demonstrated that word recognition in toddlers was heavily influenced by changes in the pitch contour of a tone due to intonational variation. In contrast, preschool were able to recognize tone-marked words regardless of simultaneous intonational variation, demonstrating a comparatively robust representation of lexical tone. Results chart an evolution in integrating pitch cues to tone and intonation over the first few years of life. (C) 2016 Elsevier Ltd. All rights reserved.												30	31											MAR	2016	55						109	118		10.1016/j.wocn.2015.12.005	http://dx.doi.org/10.1016/j.wocn.2015.12.005												2026-01-16	WOS:000372394300007
J	Mattys, S; Samuel, AG				Mattys, S; Samuel, AG			Implications of stress-pattern differences in spoken-word recognition	JOURNAL OF MEMORY AND LANGUAGE				Article								Existing models of spoken-word recognition positing that stressed syllables tend to be perceived as word onsets have not provided an account of the processings of non-initial-stress words. The present study suggests that such words require additional, time-consuming processing. Two experiments showed that phoneme monitoring is slower in non-initial-stress than initial-stress words, even when the target-carrying syllable is made identical through splicing. In a third experiment, the processing of non-initial-stress words was also found to be more memory-taxing than that of initial-stress words, a result consistent with the need for additional memory storage generated by incorrect lexical activation in non-initial-stress words. Taken together, the results support the view that words bearing different stress patterns are processed differently, with extra processing required for non-initial-stress words. The implementation of such a distinction is discussed in the framework of current models of word recognition, with an emphasis on processing time-course differences. (C) 2000 Academic Press.												36	41											MAY	2000	42	4					571	596		10.1006/jmla.1999.2696	http://dx.doi.org/10.1006/jmla.1999.2696												2026-01-16	WOS:000086602400007
J	Kong, YY; Jesse, A				Kong, Ying-Yee; Jesse, Alexandra			Low-frequency fine-structure cues allow for the online use of lexical stress during spoken-word recognition in spectrally degraded speech	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				Article								English listeners use suprasegmental cues to lexical stress during spoken-word recognition. Prosodic cues are, however, less salient in spectrally degraded speech, as provided by cochlear implants. The present study examined how spectral degradation with and without low-frequency fine-structure information affects normal-hearing listeners' ability to benefit from suprasegmen-tal cues to lexical stress in online spoken-word recognition. To simulate electric hearing, an eight-channel vocoder spectrally degraded the stimuli while preserving temporal envelope infor-mation. Additional lowpass-filtered speech was presented to the opposite ear to simulate bimodal hearing. Using a visual world paradigm, listeners' eye fixations to four printed words (target, competitor, two distractors) were tracked, while hearing a word. The target and competi-tor overlapped segmentally in their first two syllables but mismatched suprasegmentally in their first syllables, as the initial syllable received primary stress in one word and secondary stress in the other (e. g., "admiral," "admi'ration"). In the vocoder-only condition, listeners were unable to use lexical stress to recognize targets before segmental information disambiguated them from competitors. With additional lowpass-filtered speech, however, listeners efficiently processed prosodic information to speed up online word recognition. Low-frequency fine-structure cues in simulated bimodal hearing allowed listeners to benefit from suprasegmental cues to lexical stress during word recognition. (C) 2017 Acoustical Society of America.												4	5											JAN	2017	141	1					373	382		10.1121/1.4972569	http://dx.doi.org/10.1121/1.4972569												2026-01-16	WOS:000395308700050
